id	text_a	难过	开心	赞赏	批评	怀疑	喜欢	惊叹	鼓励
5944	是公主！仙女姐姐绝了	0	1	0	1	0	1	1	0
37	人死债消，就这样吧！ 再见了	1	0	1	1	0	0	0	0
4541	有钱不去泰国花了呗，就这么简单	0	1	1	0	1	0	1	0
4872	标题写得很清楚“野蛮搜身”，出了事大家都能理解。礼貌些委婉些，大家出于人道主义绝大多数会配合的。但横了吧唧的不行，谁吃你那一套。中国是很讲“理”字的。	1	0	0	1	1	1	1	0
5216	期待期待，奇葩说好看	0	1	1	1	1	1	1	0
5960	美颜暴击	1	0	0	0	1	0	1	0
6476	这P的。	0	0	0	1	1	1	0	1
1422	啊啊啊啊啊啊	1	0	0	0	0	0	1	1
3560	音乐剧超好听！期待官方合辑	0	0	0	1	1	1	1	0
2005	过年必须看成龙的电影啊	1	0	0	1	0	1	1	0
5517	哈哈哈(ಡωಡ)hiahiahia！！！终于可以看了！！开心	1	1	1	0	0	0	1	1
7070	卧槽！！！在马背上翻跟头!?!!!!	0	0	0	1	0	1	1	0
6094	公主就是公主	0	1	0	0	0	1	0	0
6543	她真的好美啊	0	1	0	1	1	0	1	0
5157	结果是真是国人偷的，都搜出来了。面子不是别人给的，而是自己挣的。	0	1	0	1	0	1	0	0
2450	他俩怎么这么可爱啊	1	1	1	0	0	1	1	1
3877	它值得爱它的人用心感受爱5辛苦了	1	0	0	0	0	1	0	1
1799	大年初一急先锋，超棒的武打动作喜剧	1	0	1	0	1	0	1	0
3015	可可爱爱的，今天是雷震宇吗	1	0	1	0	0	1	0	0
5891	呜呜姐姐好绝	1	1	0	0	1	1	0	0
6887	期待花木兰上映	1	1	1	1	1	1	0	1
4940	祝这架飞机所有机组人员连同飞机一起早日坠亡	1	1	0	1	1	0	1	0
3911	码了晚上看	1	1	1	0	1	1	0	0
4337	这一季在酒吧里的镜头好像少了           吧	1	0	1	0	1	1	0	1
436	死是生命走到尽头，赵老一路走好。	0	0	1	0	1	0	1	0
2217	杨洋就是可爱	0	1	0	0	0	1	0	0
3707	看热搜还以为大结局了这么快吗	1	0	0	0	1	0	1	0
1360	弥雅和大哥太可爱了哈哈哈哈	0	1	0	1	1	1	1	0
4542	 今年突然不想去泰国了	0	0	1	1	0	0	0	0
1211	这俩是饿了吗	0	1	0	1	1	0	0	0
753	祖国越来越棒	0	1	0	1	1	0	0	0
5968	太美	1	1	0	1	1	0	0	1
6303	美美的	0	1	1	1	0	1	0	0
4475	没有搜身的权利，同意搜身只是愿意配合你们的行动而已。而且还对愿意配合的人辱骂真LOW瞬间让我对泰国印象下降好多	1	1	0	1	0	1	0	1
791	为啥太原发射的叫吉林一号啊	1	0	1	0	1	0	1	0
1677	哈哈哈可爱羊	0	1	0	0	1	0	0	1
4341	希望爱五结尾有“未完待续”，给我一个念想，一个青春的念想，胡一菲。曾小贤。吕子乔。美嘉，关谷神奇。唐悠悠。秦羽墨。陆展博。林宛瑜，张伟。还在我们心中继续他们的生活。	0	1	0	0	0	1	0	0
5423	渤哥这腿长得很真实啊	0	1	0	1	0	0	0	1
2594	图五他们相视点头os这蛋糕挺香	0	0	0	1	0	0	0	0
5326	看它	0	1	0	1	0	0	0	1
4055	你们真的拍的很棒	0	0	1	1	0	0	0	1
5265	什么节目	0	1	0	0	0	1	1	1
5221	好好听您唠	1	0	1	1	1	0	0	1
5017	其实不要说什么黑人，白人，中国人，如果我这么多钱丢了我也看谁都像贼，但如果我没偷，搜我身确实不合理，也会气愤。	1	1	1	0	0	1	1	0
4428	为啥不搜机组人员呢，机组不是同样有嫌疑	1	1	1	1	1	0	1	0
911	你不说图三，我会酸吗？会难过吗	0	0	1	1	1	0	0	1
1492	 hhhhh	0	1	1	0	0	1	1	0
2804	今天也是可爱	0	1	1	0	0	0	0	1
1445	什么来的	1	1	0	1	0	0	1	1
1555	两个大可爱	1	0	0	0	0	0	0	0
2409	杨洋小可爱太可爱了	1	1	1	0	0	0	0	1
93	感恩您给我们带来的快乐	0	1	1	1	1	0	0	1
1264	啊啊啊啊太可爱啦受不住啦	1	1	0	1	0	0	1	1
1105	哈哈 可爱	1	1	0	0	0	0	1	0
5162	不去泰国旅游 看他们骄傲多久	1	0	1	0	0	0	0	0
3315	我感觉他算是比较踏实的	0	1	1	0	1	1	1	1
3125	 好可爱哦	0	1	1	0	1	0	0	1
3028	 杨洋也太瘦了	1	0	0	0	1	0	0	1
4962	祖国强大了没有，怎么还不如两个泥哥	1	0	0	0	0	0	1	1
787	一箭四星，厉害了我的国	0	0	1	1	0	1	1	0
6077	没人能艳压你，姐姐。谁也黑不了你	0	0	0	1	1	1	1	1
391	fan	0	1	0	0	1	1	1	0
6915	越来越近了 我紧张.... 最后音乐一出想哭	0	1	0	0	1	0	1	0
1931	哈哈，偷偷可爱可还行	0	1	1	1	0	0	1	0
1958	两人好可爱呀	0	1	1	0	0	0	1	0
2205	 哈哈哈～吃货	0	0	1	0	1	1	1	1
387	动物世界的动物们也要流泪了	1	0	1	0	1	0	0	0
4630	肯尼亚航空有问题吧。航程都没飞完在经停站报警算怎么回事儿。。。经停站有管辖权吗	1	1	0	0	1	0	0	0
6777	天啊！太好看了吧，我终于get到颜值，惊为天人，天啊	0	0	1	1	1	0	0	1
6841	翻身上马真的帅炸！啊～啊～原谅我只会鸡叫了快定档啊	1	1	1	0	1	0	0	0
2082	我也想尝尝	0	1	1	0	0	0	0	0
7179	马背翻身太帅了	0	0	0	0	1	0	0	1
1924	哈哈哈，吃完还装作什么都没发生，一本正经的	1	0	0	1	1	0	0	0
3634	我不想听再见，我想爱情公寓第六季	1	1	0	0	0	1	1	0
6076	好绝的仙女	0	0	1	0	1	1	0	0
7116	 哈哈哈哈，木兰冲啊	0	0	1	0	1	1	1	0
4021	我觉得挺好的	1	1	1	0	0	1	0	0
4865	泰国说实在、很旧、玩着没什么感觉、现在就在泰国玩	0	1	0	0	1	0	1	1
862	两位是饿了吗	0	0	0	1	1	1	0	1
3527	转型期，比较危险，但是过了就成了!	0	1	1	0	1	1	1	0
3938	抄不抄袭的也都别在这吵了 是对是错 想看的人也还是会看 抵制的也还是会抵制 在这里骂除了给自己添堵受气以外没有什么别的作用	1	1	1	1	0	0	1	0
2912	妈妈 我想次	0	1	1	0	0	0	0	1
826	哈哈哈哈哈哈哈哈哈哈，杨洋你要不要这么可爱	1	0	0	0	0	0	1	0
2460	好吃啊	0	1	1	1	0	1	1	1
5816	神仙姐姐也太美了8	0	1	0	1	0	0	1	0
1402	成龙大哥	0	1	1	1	1	1	0	0
4890	配合警察搜查就是了，为什么要抗议呢?	0	1	1	1	0	0	0	1
1510	还是很帅啊 不过有些粉丝是真的邪教，这两年关注得少了	1	0	0	1	1	0	1	0
5573	黄渤穿的这套西装，快过年了，好喜庆。	0	0	0	0	0	0	1	1
3397	我还纳闷羊羊羊怎么这么久没动态呢，原来是这样啊，好想看羊羊羊的剧啊	0	1	0	0	1	1	0	1
2161	是真的饿了	1	1	0	1	1	1	0	0
2420	我看了一下好	0	1	1	1	1	0	0	0
552	祝贺	1	0	0	0	1	1	0	0
3833	一镜到底很厉害，绝对高标准，我很膜拜！“可以但是没必要	0	1	1	1	1	1	1	1
3135	哈哈哈哈哈 太可爱了 还交流下心得	0	0	0	1	1	1	1	1
1909	吃完還裝作沒事手插口袋	0	1	1	1	0	0	0	0
460	熟悉的一个个离开了	0	0	0	1	0	1	0	1
5899	姐姐好美	1	1	1	1	0	0	1	0
1346	弥雅也挡不住大哥偷吃蛋糕的小手手，一心专注于蛋糕了	0	0	1	0	0	1	0	0
1141	两个偷尝蛋糕的小可爱	1	1	0	0	0	1	1	0
5410	帅气	1	0	0	0	1	0	0	0
5346	哈哈，期待	1	1	1	0	1	1	0	0
3935	爱五很好看！很值得	0	0	1	1	1	0	1	0
5748	妈妈呀太美了吧	1	0	1	1	1	0	1	1
444	动物世界的王牌主持人 一路走好  sad	0	0	0	1	0	1	0	0
4003	勇于创新？抄出新花样	1	1	0	1	0	0	1	1
1288	杨洋180多	1	1	0	0	1	1	1	1
6451	这大菲在镜头里真壮实，可是谁规定女明星要瘦瘦的？健康体重不是最重要吗	0	0	0	0	0	0	0	0
3704	正是因为有人喜欢，所以它顶着被吐槽被批评的危险也要给粉丝们一个交代，正是因为有人喜欢，所以才有了那么多为之打抱不平的声音出现。但愿大家怀着一颗包容，善良的心看待	0	0	0	0	1	0	1	0
4310	超级用心	1	1	0	1	0	1	0	0
4686	驻泰大使馆未及时回应？？？哪些国家的少，不做实事	1	0	0	1	0	1	1	1
6854	刘亦菲这位隐藏的绝世高手终于还是藏不住了，那个后空翻飞身上马是什么神仙操作，跪了跪了	0	1	1	0	1	0	1	1
332	愿天堂没得录音机	1	0	0	0	0	1	0	1
1788	光明正大的偷吃	1	1	1	0	1	0	0	1
1715	大哥太可爱了，偷吃还要偷看弭雅	0	0	0	0	1	1	0	1
1945	这不叫偷吃，这叫光明正大的尝一下味道	1	0	1	1	0	1	0	1
4181	插入了音乐剧不可以说这就是印度风了，也许做不到像歌舞青春那么好，但是能看出来诚意，爱5也许是爱情公寓的结束，但是是一种新形式的开始，我们应该包容多元化的形式，音乐剧不应该被唾弃的	1	0	0	0	0	1	1	1
827	杨洋是个小可爱	1	0	0	0	1	1	1	0
4367	能别动不动就唱歌好吗？真的很尬	0	1	1	1	0	0	1	0
5900	啊！！仙女！wsl	1	0	1	0	1	1	0	1
784	厉害了我的中国。	1	0	1	1	0	0	1	0
5623	哇塞终于等到你了啊	0	0	1	0	0	0	0	0
5821	胖了	0	1	0	0	0	0	1	0
6692	好漂亮，苏菲亚公主	0	1	1	0	0	0	0	1
452	春晚童年记忆	0	1	0	0	0	0	1	0
3638	这一季多了好多的元素	1	0	0	1	0	0	1	1
760	厉害啦	1	0	1	0	1	0	0	0
4570	什么鬼	1	1	1	0	1	0	1	1
5836	这姐太仙啦	0	0	1	0	0	1	1	1
4355	想问一下美嘉买的挖掘者二号为什么淘宝没有	0	1	0	1	0	0	1	1
4659	小泰国这么牛，旅游谁带起来的，以后不要去了呗，	0	1	0	0	0	1	0	0
4236	昨天还在和同事说，就算他们坐在沙发上光唠嗑唠两三个小时，我们也能听下去。抛开种种，谢谢你们给我们带来的笑声。不说再见。	0	1	0	0	0	1	1	1
1015	还一人扣一边  也太可爱了吧	0	1	0	1	1	0	1	1
5413	哇哇哇！！看起来	0	0	0	0	1	0	1	1
6616	好爱好爱	1	1	0	1	0	1	1	0
2685	越来越期待大哥和 的合作了hhh大年初一电影院看《急先锋	1	0	0	0	0	1	0	1
3547	+1！！哥哥选了一条不那么容易走的路、真的很让人钦佩☺️💓💓哥哥真的是贵圈清流	1	0	1	1	0	1	1	1
6468	 awsl	1	1	1	0	1	1	0	0
6146	好看啊	1	0	0	0	0	1	1	0
4745	如果是有权利的机关合法搜身可以理解，如果紧对中国公民就是个问题，如果一视同仁就把搜身上升到国家层面未免太玻璃心	0	0	0	0	0	0	0	0
3898	  有一说一，爱5真的很用心，尤其是视频里提到的那个厕所镜头，我真的很爱，知道是两组人马拍的时候更是惊艳，所谓匠心，无过于此。 再见了，我的青春。	0	0	0	0	1	0	0	0
1372	康康我们小吉。大年初一急先锋 2020吉吉吉	0	1	1	0	0	1	1	1
4642	我丢了一个亿，把飞机赔给我吧	0	1	0	1	0	1	1	1
761	好！ 为国争光[加油	1	0	0	1	0	1	1	1
1124	好吃吗？嗯，好吃！这块更好吃	1	1	0	1	1	0	0	1
5057	我他么怎么不就是尼哥呢？我要是尼哥我会这样	0	1	1	1	0	0	1	1
248	贝贝	1	0	0	0	0	0	0	1
2665	还往裤子上擦	0	1	1	0	0	1	0	1
6067	女神	0	0	0	0	0	1	1	1
2072	恩 不错不错 味道好极啦	1	0	0	1	1	1	0	0
2909	太可爱了吧，好吃好吃	0	1	0	1	0	0	0	0
7090	哇哇哇!……!新预告!姐姐，跟斗翻得太帅了吧	1	1	1	1	0	0	0	1
807	有点频繁哦。。	1	1	0	1	0	0	0	1
1344	成龙大哥也太可爱了	0	1	1	0	0	1	0	1
2230	杨洋宝贝	0	0	0	1	0	0	0	0
2924	杨洋好可爱啊哈哈哈哈	1	1	1	1	0	1	0	1
3721	我爱爱5，大家都辛苦了，喜欢音乐元素风，有看迪士尼的感觉，喜欢三位新人，喜欢大力的人设，喜欢咖喱的蠢萌，喜欢海棠的快闪，喜欢这种新老交替，看着子乔美嘉曾老师一菲张伟的成熟却又不失人设的味道。有欢笑有感动有现实。点赞	1	0	1	0	0	0	1	0
1859	哥可爱	1	1	0	0	0	1	1	0
2712	我淦，他们俩干嘛鸭	1	0	1	0	0	0	1	1
3204	哈哈哈哈哈哈哈哈哈哈无语	1	1	0	0	1	1	1	0
2147	大哥太可爱了哈哈哈	1	1	0	1	1	1	0	0
4323	只有我觉得在领证最后走的那个扑克脸前女友很好看很喜欢嘛	1	1	1	1	1	0	0	1
85	动物世界没了	1	1	1	1	1	1	1	1
449	一代名主持一路走好	1	0	0	1	1	1	1	1
1350	好可爱   肯定是肚子饿了	0	1	1	1	1	1	1	1
2359	想起来当年的杨八饼	0	1	0	1	0	0	1	1
7214	吃了多少苦才能做到这样啊！可是你从来都不说，向前冲吧	1	0	1	0	1	0	1	0
334	赵老走好	0	0	1	1	0	1	0	1
4926	怕不是搜的2万美金哦……泰国警方怕是想搜点别的出来吧	1	0	1	0	0	1	0	1
6515	公主太好看了	1	1	1	0	1	0	1	1
2116	我想魂穿妹妹	0	1	1	1	1	0	1	0
214	走好一路	0	1	0	0	0	0	0	1
1434	成龙太可爱了吧	0	1	0	0	1	1	1	0
6142	啊啊啊啊啊啊啊啊啊啊啊啊啊啊舔屏	0	0	1	1	0	1	0	1
2425	哈哈哈⋯⋯有点可爱	0	0	1	1	0	1	1	1
3301	是的，这也是为什么他即便不出来营业，死忠粉依旧这么多的原因，因为懂他的都懂，而且无比相信和认可他的任何选择。他在我心里一直就是极度的优秀、极度的了不起，他真的跟别人不一样	0	1	0	0	1	1	0	0
620	新年好兆头	0	1	1	0	1	0	1	1
1832	我也被🍋到了//:图3我又被🍋到...	0	0	1	1	1	1	1	0
6113	天呐！太好看了吧	0	0	1	0	0	1	0	0
5136	你说是你的就是你的	0	1	0	0	1	0	1	1
2698	我家羊好可爱	1	0	0	0	0	1	1	0
629	厉害了我的吉林	0	1	1	0	0	0	0	1
2113	杨洋啊啊啊啊啊啊啊啊啊啊啊啊啊啊太可爱了，帅帅的	1	0	1	1	0	0	0	1
2588	蛋糕好吃吗大年初一急先锋	1	1	1	0	1	0	0	0
5376	哇！！！终于等到渤哥去啦	1	0	1	1	0	0	0	1
3937	一群喷子每天好累啊，每天还盯着微博上赶着评论给你找不愉快	0	0	1	1	1	0	1	0
6479	哦哦哦哦哦我的公主	0	0	1	1	0	0	1	0
3763	哇厉害   原来是两个人  我以为	0	0	1	0	1	0	1	1
471	03123	1	1	0	1	0	1	0	1
4701	上回去泰国 在机场发现他们机场人员卡托运行李费  插队也要收费 好迷吖	1	1	0	0	0	0	1	0
7021	啊啊啊卧槽	0	1	1	0	1	1	1	0
1660	笑死，成龙自己吃就算了，还请别人	1	1	1	1	0	0	1	0
3532	加油爱他是我为数不多幸运中的幸运	0	0	0	1	1	1	0	1
5269	期待你啊，怎么感觉变高了	0	0	1	1	0	0	0	1
4262	真的觉得很棒 笑点也很多 爱五远远超出我的预期 很用心 也很创新 不要吹毛求疵近乎苛刻了 陪伴我们青春的剧 以前每年暑假抱着大西瓜看爱情公寓的时候很值得怀念	0	1	1	1	1	1	1	1
619	华世界集团祝贺。	0	0	0	0	1	0	0	0
4887	没有出示搜查令和警员证明之类的为什么就可以搜身了？无论是哪国人都不合理吧	1	1	0	1	1	0	0	1
3861	再見了。	1	1	0	1	1	1	0	0
286	很突然	0	0	0	0	1	0	1	1
928	成龙大哥偷吃蛋糕还瞟了一眼弥雅，太可爱了。	0	0	0	1	0	1	0	0
1879	大年初一首选急先锋	0	1	0	0	0	0	0	0
4603	说真的，在商务舱坐着丢了钱，搜一整飞机人的身？飞行过程中能有几个人跑去商务仓偷钱？商务仓就那么一点点，和经济舱隔着，有空姐看着。而且怎么就证明他们带了2万美金？？而且是在飞行过程中丢的	0	1	0	0	1	1	1	0
3127	太可爱了吧大年初一 带着蛋糕去看急先锋	1	0	0	0	0	0	0	0
6737	是天仙没错了	1	0	0	1	1	1	0	1
1314	蛋糕好好吃啊	1	1	1	0	0	0	0	0
5194	终于等到啦	0	0	1	0	0	1	0	0
6222	不老女神	0	1	1	0	0	0	0	1
1898	哈哈哈哈哈哈帅死了	1	0	1	0	0	1	0	1
1929	和哈哈哈哈哈饿到了吧	1	1	0	0	1	0	0	0
4723	什么时候能消灭歧视现象？什么时候能尊重他人正当权益	1	0	0	1	0	0	0	1
7220	木兰马背后空翻帅哭	0	0	1	0	0	1	0	0
4490	热评一那位！国内怎么你！？来说说啊！这么没人权？都让你混到新京报的铁粉了啊！这不很自由嘛	1	1	1	1	1	0	1	1
5999	好美啊裙子也好好看	0	1	1	1	1	0	0	0
4286	音乐剧的加入确实让很多老粉觉得没内味儿了，也让没有接触过这个领域的人感到不适应，但进过剧场的人会明白，歌舞诉说故事就是这样的形式，音乐剧发展会越来越好，也会更多的人接纳，加油吧	0	1	0	0	1	1	1	0
4329	能不能，不要无聊的尬舞了  真的很难看	1	1	0	1	0	1	0	0
1481	杨洋成龙竟然身高一样高	0	1	1	0	1	0	1	1
3493	杨洋一直都很清醒呀！他就上过几次综艺，常驻这么多年好像就两个!他一直都在努力成为一名好演员!一直都很低调	0	1	1	1	1	1	1	1
3512	杨洋实力派	1	1	1	1	1	0	1	1
4210	就更完了。我还没看	1	0	1	1	1	1	1	0
1642	这热搜买得实力尴尬	0	0	1	1	1	0	0	0
2280	蛋糕看着就很好吃	0	0	0	1	1	0	0	0
2869	 好吃么哈哈哈哈	0	1	0	1	0	0	0	0
205	财产孙子	0	1	0	0	1	0	1	1
6961	好精彩啊	1	0	0	1	0	0	1	0
6159	 她的颜 真的就是迪士尼	0	0	1	0	1	0	1	1
6881	啊啊啊啊啊寶貝空翻帅晕了	0	0	1	1	1	1	1	0
3626	大爱	1	0	0	1	0	0	1	1
2512	哈哈哈，这爷俩，笑死我了	0	0	1	1	1	0	1	0
1483	是我的小可爱	1	1	1	1	1	0	1	1
1557	一大一小太可爱了	1	0	0	1	1	1	1	0
56	老先生一路走好	0	1	1	1	1	0	0	1
3312	微微之后就活动很少了	1	0	1	1	0	1	0	0
353	时间： 你把时间花在哪，时间就会让你变成什么样。是贫是富，全在于自己的选择。一个人最宝贵的资源其实就是时间。	0	1	1	0	0	0	1	0
6334	美腻了	1	0	0	0	0	0	0	1
5580	渤哥你瘦了，这些嘴皮子可真厉害	1	0	1	1	0	1	1	1
3915	唯一遗憾没有小姨妈	0	1	1	1	1	1	1	1
3417	之前全职动漫粉丝撕杨洋过激的事情做太多了，之后杨洋就不怎么出来了	0	0	0	1	1	1	0	1
57	天！！！这也太突然了！赵老师的一生我们会一直铭记于心，愿赵老师一路走好	1	0	0	1	0	1	1	1
1536	左下角是不是被你们两个吃掉啦	1	0	0	0	1	1	0	1
1845	偷吃的特别好吃	1	1	1	0	1	0	0	1
6745	太好看	0	0	1	1	1	1	1	0
1303	过分可爱了 大年初一看急先锋	0	0	1	0	1	0	0	1
3394	我还是想让他演蓝忘机当初b站琴师的剪辑太美好了，没有别的意思剧粉别杠我	1	1	0	1	0	1	1	1
4873	看见了吗 你有航母 原子弹 人家一样还是欺负你 我们只能骗自己	1	0	1	0	1	0	1	1
1485	好好好可爱	1	0	1	0	0	1	0	1
2894	味道好不好啊	1	1	1	1	0	1	1	1
3808	爱5虽然味道变了，但是用心了是真的！值得一看	1	0	1	0	0	1	0	0
682	太原发射吉林一号	0	1	1	0	0	1	0	1
639	吉林干了什么大事	0	0	0	0	0	1	1	1
4422	我大天朝连泰国都搞不定？但对内就不一样了。	1	1	0	0	0	0	0	0
5235	第一张里渤哥最帅	1	1	1	0	1	1	1	0
3252	杨洋真帅	0	0	1	1	1	0	0	0
3582	卑微官博，评论数	1	1	0	0	0	1	1	0
1570	我一定会去看的	0	1	1	1	1	0	1	0
6416	姐姐真的超好看啊	0	0	1	0	0	1	1	0
2955	谁能抵挡得了美食的诱惑	1	0	1	1	0	1	0	1
3487	他真的努力做一个好演员，他值得	1	0	0	0	0	0	1	0
2203	哈哈哈哈哈，贪吃的小羊。	1	1	1	0	1	0	0	1
3448	花儿与少年2之后他说不上综艺了，好好拍戏吧。结果，他真的这么做了。	0	0	0	1	0	0	0	0
3758	第一集第二集觉得有点尴尬，小姨妈走了其实比较伤心的，但是第三集开始就是以前的感觉了。好笑好笑	1	1	0	0	1	1	0	1
2304	成龙大哥和杨洋他们太可爱了	0	0	0	1	0	0	0	1
7149	帅炸了	1	0	0	0	0	0	0	1
4282	太喜欢爱情公寓啦	0	0	0	1	1	1	1	0
516	太累了	0	1	0	0	0	0	0	1
2602	哈哈哈~想吃就吃啰	0	0	1	0	1	1	0	0
1000	就等大年初一了。	0	1	0	1	1	1	0	1
4670	乌干达人比中国人在国外有人权鉴定完毕 如果是美国人 你们不敢搜身的	0	1	0	1	1	1	1	0
2224	快让大哥吃吧哈哈哈 可爱死啦	0	1	0	0	1	1	1	0
2664	 太可爱了哈哈哈哈哈哈哈哈哈哈	1	1	1	0	0	1	0	0
4539	亚非拉歧视亚非拉	0	0	0	0	0	1	1	0
5551	渤哥参加奇葩说了	0	0	1	0	0	1	0	1
638	聊城临清乡镇 政府 教育 必须彻查	1	1	0	0	1	0	1	1
5608	这期肯定特别精彩了，话题也特别的真实扎心啊	1	0	0	1	0	1	0	0
5204	良心后期，介绍真好，海报也修瘦了	0	0	1	1	1	1	1	0
3623	这一季爱情公寓就目前看了真的很可以，至少找到疯狂追剧笑到肚子疼的感觉了。第一集开头的大歌舞以及中间的小歌舞，我还挺喜欢这个创新的，而且每一集的片尾曲都很用心啊	1	0	0	0	1	1	0	0
3949	谢谢爱五的用心	0	0	1	1	0	1	0	1
5593	渤哥终于来了！想看渤哥和黄磊battle!	1	0	0	1	1	0	0	0
6531	真的是仙女下凡！怎么会有这么美的人	1	0	1	1	1	0	0	0
4218	超级好看	1	1	0	0	1	1	0	1
3520	杨洋对待演戏，一直是认真的	1	0	0	0	0	1	1	1
5097	什么垃圾	0	0	0	1	1	0	1	0
4581	根本经济舱的人没有进入商务舱为什么也要被搜呢	1	0	0	1	0	0	0	1
5073	唉，说白了，人家虽然穷，但是还是歧视中国人……我到现在也没搞明白，为何他们挣着中国人的钱却歧视中国的人	1	1	0	1	1	1	0	0
3278	他是真的在努力做一个好演员	1	1	1	1	0	0	1	1
5713	这姐大特写是真的绝	0	0	0	0	1	0	1	0
1738	怎么这么可爱	0	0	1	1	1	0	0	0
1090	哈哈哈(ಡωಡ)hiahiahia，	1	1	0	0	0	0	1	1
5111	回复:你这条评论不是很快被喷起来，要不就是被和谐。	0	0	0	1	0	0	1	0
6949	啊啊啊刘亦菲！我的木兰	0	1	1	0	0	1	1	0
909	大年初一急先锋电影院看啊	1	1	1	0	1	1	1	1
6316	？？？现场实拍都肥成一只猪了	1	0	0	1	0	1	0	0
3648	没了没了	1	1	0	0	1	0	1	0
5831	突然就想到了罗马假日的公主	0	0	0	1	1	1	1	0
6404	这个价值五百多万的戒指和三百多万的耳环！！！这款尚美根本就不在中华区上！刘亦菲牛逼了	1	1	0	0	0	0	1	0
175	永远留在心底	0	0	0	0	1	0	1	0
3781	不说再见呀！不会告别。	1	0	1	0	1	1	0	1
1638	偷吃蛋糕也太可爱了，弥雅武打动作超帅啊	0	1	0	1	0	1	0	1
7189	真的好想去看	1	1	1	1	1	0	0	1
6327	这才是真正的公主	1	0	1	0	1	1	1	1
4257	接下來肯定要拍電影圈錢	1	1	1	1	0	1	0	0
5049	非要去最讨厌泰国	1	1	1	0	1	0	1	1
2187	这么好吃吗	0	0	0	0	1	0	0	1
5197	是不是有点，太瘦了	0	0	0	0	1	1	1	0
7219	你说这种运动量不够强壮怎么行，刘亦菲叼	0	1	1	0	1	1	0	0
2961	这么糊都感受到帅气	1	0	1	1	0	1	0	0
2815	我的天啊太可爱了啊哈哈哈哈哈哈哈哈	1	1	1	1	1	0	1	1
5953	 操他妈的 怎么这么好看	1	0	1	0	1	1	0	0
6714	这皮肤...	1	1	0	0	1	1	1	0
6993	这个马上后空翻	0	1	1	1	0	0	0	0
6109	太美了，仙女下凡了	1	0	1	1	0	1	0	0
1064	我杨总属实有点可爱啊	0	0	0	1	0	0	1	0
850	这哥哥想知道这个蛋糕到底是不是可食用就直接上手了	0	1	1	0	1	1	0	1
4263	其实后面些还挺好看的。。。	1	0	0	1	1	1	0	0
4638	妈的 好气。难道黑人不可能谎报吗？搜身需要搜查令的	0	1	0	0	1	1	0	0
1320	还行吗？杨总？期待你的电影呦	1	1	1	0	0	0	0	0
3105	大哥和杨洋偷吃蛋糕	0	1	0	1	0	1	0	0
1451	俩儿人还互相交流  “蛋糕不错，抠点儿边边儿	0	1	1	0	0	1	1	1
