id	text_a	难过	开心	赞赏	批评	怀疑	喜欢	惊叹	鼓励
5689	好看!	0	0	1	1	1	1	1	1
2081	哈哈哈哈太爱了	1	0	0	1	1	1	0	0
2111	期待新作品	1	1	0	1	0	1	0	1
782	亚米级	0	1	1	0	0	0	0	0
916	弥雅也挡不住大哥偷吃蛋糕的小手手 两人偷吃后还相视一笑	0	1	0	0	0	0	1	1
6438	这张脸我能看一辈子，胖了又咋样	0	1	0	0	1	1	1	0
2788	互相品评偷偷摸摸吃的蛋糕	0	0	1	1	1	0	1	0
4393	看你们狗咬狗挺有意思的	1	0	1	0	1	0	1	0
1357	可可爱爱哈哈	0	0	1	1	0	0	0	0
7254	声音好好听	1	0	0	1	1	1	0	1
5104	为什么乘客说打不通泰国大使馆电话，而大使馆说一直有跟乘客保持电话沟通联系？真相	0	1	0	0	1	1	1	0
3059	图5，成龙大哥扣了一块，是想给杨洋吗	0	0	0	0	1	1	0	0
5405	你也是智慧大脑的一员	1	1	1	1	1	0	1	0
7204	啊啊啊啊我中国公主	0	1	0	1	0	1	1	1
5685	公主	1	1	0	0	1	0	0	0
1870	第一张我真的要萌死了	0	0	1	1	0	0	1	0
4053	刚生完宝宝不大适合看，笑到肚子痛	0	0	0	1	1	0	1	1
3666	我爱你！爱情公寓	0	0	0	1	1	1	1	0
679	星辰	1	0	1	1	1	1	1	0
990	图四 成龙：“蛋糕还挺好吃的” 杨洋：“嗯，确实好吃	0	0	1	1	0	1	1	0
2109	龙叔太可爱了(๑• .	1	1	0	0	1	0	1	1
1547	哎哎哎，上面那两个，干啥呢干啥呢，谁让你们偷吃的	1	1	0	1	0	0	0	0
39	人死灯灭，一路走好	1	0	1	0	1	0	0	0
4853	支持泰国警察	1	1	0	0	0	1	1	1
1399	 “偷吃”蛋糕的兄弟俩萌萌哒。超可爱。	0	1	1	1	0	1	0	1
2296	哥哥好可爱成龙也好可爱啊	1	0	1	0	1	1	1	1
1243	哈哈哈  太可爱啦	1	1	1	1	0	1	1	0
6151	您是仙女下凡吗	1	0	1	1	0	1	1	1
2264	好可爱啊羊崽崽	0	1	1	1	0	0	1	0
3673	我不管我要大力。	0	0	0	0	1	0	1	1
2653	蛋糕味道不错	0	0	1	1	0	1	0	1
2138	崽子可能饿了崽子可能饿了	0	1	0	0	0	0	1	1
5001	我想问钱找到了吗	1	0	1	1	1	1	1	1
1593	两个偷吃鬼可还行哈哈哈哈哈//:图5，两人貌似还有过关于蛋糕味道的交流… “味道还行？”“（点头）嗯不错。	1	1	0	0	1	1	0	1
5418	渤哥渤哥等你好久了	1	1	1	1	1	0	0	1
1305	好吃吗好吃吗好吃吗好吃吗	0	0	0	0	0	0	1	1
400	赵忠祥老师的一生，是严紧的一生，一路走好	0	1	0	0	0	0	0	1
2547	是我们可爱的羊	0	1	0	0	1	0	0	0
476	一路走好，谢谢您给我们带来的所有美好的回忆。	1	0	0	0	0	0	1	1
2367	哈哈哈哈哈哈蛋糕好吃吗哈哈哈哈哈	0	1	1	1	1	1	0	0
5054	配合搜身有什么了？不搜身怎么找到賊呢	0	1	0	1	0	0	1	0
4456	中国人在国外还是得老老实实，语言不通容易整出误会。	1	0	0	0	1	1	0	1
6734	谢谢这么好看让我的眼睛很舒服	0	0	0	1	0	0	0	0
5123	尼哥	0	1	1	1	1	0	0	0
2103	我今天也吃了蛋糕，哈哈哈	1	0	1	1	1	0	0	1
3193	哈哈哈哈，味道还不错	1	0	0	1	0	1	0	1
4953	泰国海关对待中国人都是某些中国导游给惯的！有句话叫蹬鼻子上脸	1	1	0	0	1	0	0	0
4214	我觉得很棒的！！加油	0	1	0	0	0	1	0	1
2635	成龙大哥在裤子里揩揩	0	1	0	1	0	1	0	1
6528	神仙啊	1	0	1	0	1	0	1	0
1969	杨洋太可爱了吧	1	1	1	1	0	1	1	1
5663	最喜欢的黄渤哥哥来了	1	0	0	0	0	1	1	1
3945	支持支持	1	1	0	0	1	1	0	0
6717	嘻嘻，公主就是公主	1	0	1	1	1	1	0	1
4093	谢谢爱情公寓陪我度过青春，你将成为我永远的美好回忆	1	1	1	0	0	1	0	0
4399	为自己撇开嫌疑，接受警察检查不是应该的吗	0	0	0	0	0	1	0	1
1550	好可爱哈哈哈哈哈哈哈哈哈	0	0	1	0	1	1	0	1
1691	我说这两个上梁不正下梁歪大家没有意见吧	0	0	0	0	0	0	1	1
2969	敲！想看电影了	1	0	0	0	1	0	1	0
6788	太美了，我爱了	1	0	1	0	1	0	0	0
89	天啊！太突然了，我记得前段时间还出现在电视画面里呀！一路走好	0	0	1	1	0	1	0	1
1693	支持电影急先锋	1	0	1	0	0	1	0	0
590	[中國贊][中國贊][中國贊	1	0	1	0	1	1	0	0
4060	太有心意和新意了	0	0	1	1	1	1	1	0
2917	哥哥别怕，大胆的吃	1	0	0	0	1	0	0	0
2855	感觉很好吃的样子	0	0	1	0	1	1	0	1
3886	10年过去了，我高二了感谢有你不胜欢喜	0	1	0	0	1	0	1	0
2852	今天也是柠檬精	0	0	1	1	1	1	0	0
3282	热搜曝光是真的少，今天这一条完全没想到，蹭了急先锋的光	1	1	0	0	0	1	1	1
6963	想哭啊太稳了	0	1	0	1	1	0	0	0
3090	超可爱的哥哥	0	0	1	0	0	0	1	0
1967	图四成龙大哥舔完手指小腿还满意的抖了抖	1	0	0	0	1	0	0	1
1051	因为成龙被夸可爱。如果是别的刚出道的新人又会被喷没素质的，网友就是这么双标。	0	1	0	1	0	0	1	1
734	吉林人民发来贺电	0	0	0	0	1	1	1	0
2166	哈哈，今天你吃蛋糕了吗	1	0	0	1	0	1	0	0
1409	哥哥，蛋糕好吃吗	1	1	1	1	1	0	1	1
6058	我菲姐太太太美了	0	0	0	1	0	1	0	1
1233	杨洋，你就嘚瑟吧，沙溢和沈腾等着你呢	1	0	1	0	0	1	0	1
1993	哈哈好可爱耶！大年初一看电影急先锋	1	1	1	0	0	1	1	0
5072	建议在近期不要尝试去泰国旅游，泰国不安全	0	1	0	1	1	1	0	0
834	成龙大哥夸洋洋	1	1	1	0	0	1	0	1
1034	估计是饿了	1	0	1	1	1	1	0	0
3129	哈哈哈哈哈哈怎么这么可爱	0	1	0	0	1	1	1	0
1782	多吃点	0	0	1	0	1	1	0	1
1744	昨天才看到成龙昨天他春晚彩排了	0	1	0	1	0	0	1	1
3504	真的，我也忘了老杨上回热搜是啥时候了	0	1	1	1	0	1	0	1
5417	来了来了渤哥	0	1	1	0	0	0	1	0
3108	杨洋最帅	1	0	0	0	0	0	0	1
3010	那个女生是谁啊	0	0	1	0	0	0	1	0
6544	我是个没有感情的“保存”机器	1	1	0	0	0	1	1	0
4649	最后搜出来了没	0	0	0	0	0	1	0	0
2276	哥哥哥哥，你是怎么练就这么挺拔的身姿的阿！！！2020我的愿望之一是改掉驼背的坏毛病	1	0	1	1	0	1	0	0
1265	期待杨洋，期待雷队，期待急先锋	0	0	0	1	0	1	0	0
6764	图片我存了，谢谢	1	0	0	1	0	0	1	1
1800	好可爱哈哈哈哈哈哈	0	0	0	1	1	0	1	1
1150	看得出来，蛋糕好好吃	1	1	0	0	0	1	0	1
684	一波挨一波的发射，太厉害了去年六月至今发射多少枚了几十枚了吧	1	0	0	1	0	0	1	0
3031	我洋太可爱啦！哈哈哈哈哈哈哈	0	1	0	0	1	1	0	0
1088	不要脸	0	1	0	0	1	1	0	0
1665	期待大年初一电影急先锋	1	0	1	0	0	0	1	0
4343	胡一菲不飙了，好男人不怂了，吕小布不骚了，美嘉懂事了，张伟成功了。我们长大了	1	1	0	1	0	1	0	0
5567	开工了	0	1	1	0	0	0	0	0
1480	 哥哥你太可爱了	1	1	1	1	0	1	1	0
670	V5	1	0	1	1	0	0	0	1
1227	实锤可爱了哈哈哈	1	0	1	1	0	0	0	0
4417	中国驻泰使馆这个公告里面都打错字了，毕竟代表中国驻泰，能不能稍微严谨一点？是紧张吗？寻思你如果做好了，也不用紧张吧	1	0	1	1	0	1	0	0
2397	哥哥又欺负妹妹	0	1	1	1	1	0	1	0
6888	干净利落的马背后空翻 姐姐 杀我	0	1	1	0	1	1	1	0
5401	正道的光照到了大地上昂	1	0	1	1	0	0	0	0
1554	杨洋太可爱了哈哈	1	0	1	0	1	1	0	1
756	吉林吉林我的大吉林	1	0	0	0	0	0	0	1
2600	大哥吃完之后手插口袋擦擦手	0	1	1	1	0	0	1	1
1323	我靠哈哈哈哈哈哈哈	1	1	1	1	1	1	1	0
3548	杨洋是个好演员。	1	1	1	0	0	0	1	0
1666	哈哈哈，成龙和杨洋真的太可爱了。	0	1	0	0	0	0	0	0
2183	我还是喜欢看西装洋	0	1	1	1	1	1	1	1
3379	杨洋是对的，只有拍正剧才能走得长远，但他也是真的拼	0	1	0	0	0	1	1	1
1992	 天呐	1	1	0	0	0	1	0	1
3436	杨洋就是一名好演员 有实力	1	0	0	1	0	0	1	0
1390	哈哈哈，成龙大哥啥味道的	0	1	0	0	1	0	0	1
6275	没有在逃，她就是木兰	1	1	0	1	0	0	0	0
4587	大使馆就是这样为国民服务的	0	0	0	1	0	0	0	0
2004	一本正经的偷吃蛋糕	0	0	0	1	1	0	0	0
1356	吃一口，嗯 好吃，。你也来点	1	0	0	1	1	1	1	1
4091	并不想看，我觉得爱4就挺好了	0	0	1	1	0	0	0	1
297	。。。	1	1	1	0	1	0	0	0
1881	杨洋，快，多吃点，吃胖点就没人跟我抢了	0	0	1	1	1	0	1	0
3392	清醒通透，温柔强大，眉目清朗，大智若愚……这就是演员杨洋！军人出身让他有着其他人所没有的坚忍。咽得下诋毁，耐得住寂寞，经得起风霜雪雨千辛万苦的历练磋磨……谢谢博主，我也觉得他会在演员的路上越走越好	1	1	0	0	1	1	0	0
1231	还把手伸兜里擦手	0	0	1	1	0	1	1	1
595	郧西又堵车了	0	0	1	1	0	1	1	1
2916	大哥和小弟都好可爱	1	0	0	1	1	0	0	0
6338	我的天哪 也太美了吧 神仙姐姐	1	1	0	1	1	0	0	1
2149	 笑死	1	0	0	0	0	0	1	0
4018	爱情公寓五真的很用心 陪伴我们青春的一部剧 让我们笑着看完 笑着告别	1	1	0	1	0	1	1	1
3162	都好可爱	1	0	0	1	1	1	0	1
1607	杨洋可爱爆了	0	1	0	1	1	1	0	1
6484	妈呀  太好看了	0	0	0	0	1	1	0	1
1067	你vip过期了	0	0	1	1	0	1	1	0
5382	男神，我爱你	0	0	0	0	0	1	1	1
2083	哈哈哈哈哈哈哈😂😂我大哥太太太可爱啦	0	0	0	0	0	0	1	1
2896	哈哈哈好逗	0	1	0	1	0	0	1	1
5937	真的太美了吧	0	1	0	1	1	0	0	0
2731	好可爱啊，杨洋你吃可爱多长大的吗	0	0	1	0	0	1	1	0
5723	好漂亮	0	0	1	0	0	0	1	0
1444	老公	0	1	1	0	0	1	1	1
4365	曾经成为回忆，现在更要我们去守护，爱情公寓从第一季到第四季给了我们欢乐，难忘，要我们懂得珍惜，还在第五季给了我们一个结局，让我们的青春画上一个句号。在我眼里爱情公寓不只是一个公寓，更是一个大家庭，带给了我们温馨，所以让我们去珍惜这最后的大结局吧	1	1	1	1	0	0	0	0
3464	对对对，没消息没热搜，不上节目不上晚会，哪里都没身影。默默努力，闷声干大事儿。第一本命，值得	1	1	1	0	0	0	0	1
2758	哈哈哈，放嘴里，什么事也没有发生啊	1	1	0	0	0	0	1	0
6180	 娜公主 你的同僚	1	0	1	0	0	1	1	0
4147	真的很不错，虽然总有意难平的地方，但我觉得有缺憾才更完美	1	1	0	0	0	1	1	1
3901	不管别人怎么说 我还是喜欢爱情公寓 这就是我喜欢的爱情公寓	0	1	1	1	1	1	0	1
2234	看看我洋那个偷瞟的眼神，太生动了，蛋糕肯定好吃	0	0	1	1	1	0	0	1
6770	嗷嗷嗷嗷嗷，我的公主殿下	1	1	0	0	1	1	1	1
812	祝贺，我爱中国	1	1	0	0	1	0	0	0
4473	（不过想小声虚心问问不搜身查案找回方法是什么	0	1	1	1	1	1	1	1
197	,,,,,	1	0	0	1	0	0	0	0
6954	天呐，这个跟头翻到我心里去了帅呆了	1	1	0	0	1	0	1	0
2536	真好吃(｢･ω･)｢嘿	1	1	0	0	0	0	1	0
3498	是真的他敢	1	1	0	1	0	0	0	0
5429	我看	0	1	1	1	0	1	1	1
182	早上看到微博还以为是造谣，结果是真的，赵老师一路走好	1	0	1	0	1	0	1	0
4741	如果每个人都被搜身 我觉得也是正常的 只是时间有点太久了 四个小时	0	0	0	1	0	0	1	1
837	哈哈(ಡωಡ)hiahiahia	0	1	1	1	0	0	0	1
1703	看的我都饿了	0	0	1	0	1	0	1	0
2817	快阔爱死了	1	1	0	1	1	1	0	0
1378	哈哈哈，好可爱。不过手插裤兜是啥操作，是怕脏蹭一下还是无意识的呀	1	0	0	1	0	0	0	0
6509	啊啊啊啊啊啊啊美女鲨我	1	1	1	0	0	1	0	0
1395	今天是偷吃洋	0	0	0	0	1	0	0	1
5809	真美啊	0	1	0	0	0	0	1	1
3650	加油鸭	1	1	0	0	1	1	0	0
3922	爱5有几集啊总共，我好喜欢诸葛大力	1	1	1	1	0	1	1	1
6614	绝世美女舍她其谁	0	1	1	1	0	0	0	1
2079	看的出来蛋糕很好吃了	1	1	1	0	1	0	1	1
2976	可爱(๑• .	1	0	0	0	0	1	1	0
5399	没看够 下次希望渤哥可以参与辩论	1	1	1	1	1	0	1	0
5582	你来啦，好开心	1	1	1	0	1	1	0	1
4852	想去国外看海  搞得都不敢去了 怕遇到这种倒霉事	0	0	0	0	1	0	1	1
4233	还真有观众啊，我还以为那个观众笑声是后期做的	1	0	1	0	1	1	0	1
5826	真漂亮	0	0	1	0	0	1	1	1
2884	小羊真的好可爱	1	0	1	1	0	1	1	1
5366	隔了一年没看奇葩说了。 现在就看咯	1	1	1	1	0	0	1	1
6176	我最爱的紫色  姐姐穿起来美爆了	0	1	0	0	1	0	1	0
2266	今天我是哥哥口中的蛋糕	0	1	1	1	1	1	0	0
1983	哈哈啊哈哈，成三岁和洋三岁	0	0	1	0	1	1	0	0
4189	每一首片尾曲也很用心，喜欢	1	1	1	0	0	1	1	1
606	[加油][加油][加油	1	1	0	1	0	0	1	1
4550	我们中国富的冒油要你这点破钱干啥	0	0	0	0	1	0	0	0
2937	杨洋真好看啊	0	1	1	1	0	0	1	1
1143	哈哈哈大哥偷吃蛋糕真的太可爱了，喜欢死了	1	0	0	0	0	0	1	1
203	挺突然的	0	1	1	0	0	1	1	0
1972	 哈哈哈两个人吃完还交谈吃后感	0	0	1	1	0	1	0	1
159	安息	0	1	0	1	0	0	1	1
500	走好走好	0	0	0	0	1	1	0	1
28	赵老师一路走好，记得您的动物世界	0	0	1	0	0	1	1	1
5124	侮辱	1	1	1	0	1	1	1	0
2711	哈哈哈太可爱了吧	0	0	0	0	1	1	0	1
7072	声音好奶	1	0	0	1	1	0	1	0
6069	 无水印	0	0	0	0	1	1	1	1
4369	我想知道，决战紫禁之巅能不能拍个续集，太精彩了，当年没看过瘾	0	1	0	1	1	0	0	0
1674	好可爱好可爱	0	0	1	0	1	1	1	0
3177	偷吃羊	0	0	1	1	1	1	1	1
1486	哈哈哈哈可可爱爱	0	0	0	0	0	0	1	1
59	印象最深的就是宋丹丹春晚那句：我十分想见赵忠祥。时光易逝，已经20年过去了，赵老千古	1	0	1	1	0	1	1	1
1048	啊啊啊啊啊啊啊啊啊两个可爱鬼，大年初一《急先锋》！！！期待雷震宇	1	0	1	1	0	0	1	0
3269	杨洋在全职前，也只是作品露面而已。16年底微微一笑之后就开始琢磨扎根剧组了，不是作品宣传期，都很少有营销（说得好像作品期就有营销了似的）。一进组就是半年到一年，中间几乎不出来活动，粉丝都见他的机会少得可怜。但作品就是他和粉丝沟通的桥梁。说实话像他这样有胆识看得通透的，是大智慧	0	1	0	1	1	1	0	0
1448	杨洋哥哥好帅，皮肤又白回来了	0	0	1	1	1	0	1	0
1278	哈哈哈哈，好吃就行	0	0	0	0	1	1	0	0
1330	我也想吃了	0	0	0	0	1	1	0	1
2312	这蛋糕看起来好好吃	1	1	0	1	1	1	0	1
4418	大使馆也和稀泥，让我们配合检查？呵呵。真是对外一条狗，对内如似虎	0	1	1	0	1	0	1	0
2403	？用手直接到处碰？那别人还怎么吃	0	0	0	0	0	0	0	1
992	两位大哥你们好可爱。	1	0	0	1	1	0	0	0
499	天哪，这个……唉！老师一路安好	1	0	1	0	0	1	1	0
4114	其实  真诚的东西都会看的热泪盈眶  真诚最能打动别人的了  谢谢你们  给我们的青春  画上了一个很完美的句号	0	0	0	0	1	0	1	1
2825	哥哥嗯呢呢，，期待，，大年初一电影院见吖	0	0	0	0	1	0	0	0
7135	高难度动作啊	1	1	1	1	1	1	1	0
501	心疼	0	1	1	0	0	1	1	0
6172	仙女真的绝仙女本仙	0	1	0	1	1	0	1	0
5252	这衣服太配您了	1	0	1	1	1	0	0	1
1877	好像还蛮好吃的样子	0	1	0	0	0	0	1	1
1825	可给我哥哥饿坏了	1	0	1	0	1	0	0	1
2645	杨洋啊 太🉑 了	0	0	1	0	0	0	1	0
5750	无懈可击	1	0	1	0	0	1	0	0
3119	大哥和哥哥好可爱啊	1	1	0	0	1	0	1	1
5239	来啦期待好久了	0	1	1	0	1	1	1	1
7151	 翻到我心里来了，期待木兰	1	0	0	0	1	1	1	0
4391	fucking Negroes	0	1	0	0	1	0	1	0
6311	 过来看公主	1	1	0	1	1	0	1	0
6290	公主的表情甜美一点就更好了！哈哈哈	1	0	0	0	0	0	1	0
5335	这腿？？？？ 这节目组太会做人了	1	1	1	1	0	0	1	1
4530	跟游客有什么关系?这难道不是航班的问题吗??	0	1	1	1	0	0	0	0
6597	仙蒂瑞拉	1	0	1	1	1	1	1	0
525	赵忠祥的人与自然就是好	0	0	0	1	0	0	1	1
1762	像小时候第一次吃蛋糕的样子	0	1	1	1	0	0	1	0
2293	哈哈哈哈哈我哥太可爱了	0	0	0	1	0	1	0	0
1700	ymls:我尽量假装没有看到...哈哈哈，忍不住了	0	0	1	1	1	1	1	1
149	泪目，赵老师一路走好，我们会怀念你的。	0	0	1	1	0	1	0	0
5077	真的是没事去什么泰国瞎溜达	1	1	0	0	1	0	1	1
857	p3大哥在前面吃蛋糕，杨洋在后面把人家妹子撞出去	0	1	1	1	0	0	1	0
2972	哈哈哈我洋太可爱了(๑• .	0	0	0	0	1	0	1	1
2992	好可爱，过年看起来	0	0	0	1	0	0	0	0
2232	这两太可爱了吧	1	0	0	1	1	1	1	1
4786	你给我解释一下什么叫理性	1	0	0	0	0	0	0	1
5203	开始了开始了	0	1	0	0	1	1	0	0
5847	真的好美	1	0	0	0	1	0	1	1
6750	美极了真的	1	0	1	0	0	1	1	1
488	干了坏事死了就洗白	1	1	1	0	1	1	1	0
749	吉林终于露回脸666	1	1	0	1	0	1	0	0
4298	歌舞剧的我都是快进的	1	0	1	1	1	0	0	0
4683	强烈建议抵制泰国旅游	1	1	0	1	0	1	1	0
6865	离三月份越来越近了啊	0	1	1	0	1	1	1	1
2443	笑死我了，居然偷吃蛋糕	0	0	1	1	1	1	1	1
5134	就像白天与黑夜世界本就是非黑即白，	0	1	0	1	0	0	1	1
5264	哇！我喜欢的演员和我喜欢的节目！期待	0	1	0	0	0	1	0	1
6502	我的妈！！！绝美神颜	0	0	0	1	1	1	1	0
7168	茜茜很拼很敬业	0	1	0	1	0	0	1	0
7015	太想看了	1	0	0	0	1	0	1	0
2714	吃完还点点头，表示不错	0	0	0	1	1	0	1	1
7130	每日辛苦训练值了，好想看电影啊	1	0	1	0	0	1	1	1
4822	这个数额是要申报的 登机前有申报吗	1	1	0	1	0	0	1	0
4750	我去，底下评论，真是让我长见识了	1	0	1	1	0	0	0	1
5342	当情商课遇上高情商	0	1	0	1	1	0	0	1
2772	应该配点字	1	0	0	0	0	0	0	0
6013	没逃掉，已经被抓去了	0	1	1	0	0	1	1	0
1072	哈哈哈，太可爱了杨洋	1	0	1	0	0	0	0	0
2848	杨洋好样的	0	1	1	0	1	0	0	0
5598	哈哈哈见面啦，你这朵大奇葩	1	1	1	0	0	1	1	0
3451	杨洋很优秀，我一直这么认为	1	0	0	1	1	0	0	0
1670	大哥真的老了	1	0	0	1	1	0	1	1
498	.....	0	0	1	0	0	0	1	1
4753	我对泰国就是无感	1	1	0	0	1	0	0	1
1687	期待《急先锋	1	1	0	1	0	0	0	1
2471	 哈哈哈偷吃蛋糕太好玩了	0	0	1	0	1	1	0	1
3212	 真的可爱	1	1	0	0	1	0	0	1
5000	那趟飞机坐了一次就不想再坐第二次!讨厌的黑人,没素质透了!!!	1	0	0	0	1	0	1	1
5323	喜欢你的人很多，但你一直做最稳的自己，爱这样的你	0	0	1	0	1	0	0	0
6691	神经病吧长得这么好看	1	1	0	0	1	0	0	1
3202	一堆幼稚的男人 让妹子看笑话了	1	1	0	1	1	0	1	1
6726	鲨了我就现在	0	0	1	1	0	0	0	1
4255	 真的无语了 请问见过哪部真的有情怀 观众主动追忆的影视作品会特么整天自己在那里搞告别特辑	0	1	0	0	1	1	1	0
842	皮皮羊	1	1	1	1	0	1	0	1
6006	好美，	1	0	1	0	0	1	0	1
6034	眼里有光，姐姐太美	1	1	0	1	0	0	0	1
1102	WU//:图3我又被🍋到...	1	1	1	1	1	1	1	0
4180	我很喜欢歌舞部分诶，不尬啊。。。	0	1	1	0	0	0	1	1
5026	这评论真的没法看	0	0	1	1	0	0	0	1
6110	太好看啦	1	1	1	0	1	1	1	1
4900	评论里好多美国的下等狗，中国人稍有钱一点，就气得像疯了一样，当狗的东西有什么资格来评论独立自主的国家和人民。	0	1	0	0	0	1	0	0
2708	杨洋哥哥就是个可爱精	1	1	0	0	0	0	0	1
4601	商务舱搜身呗，经济舱又进不去前面………话说空姐搜身了么	0	1	1	0	1	0	0	0
600	太棒了	0	0	0	0	1	0	0	0
3226	哈哈哈哈，自己偷吃就算了，自己吃完还不忘和杨洋分享的成龙大哥是什么小可爱	0	1	1	0	1	0	1	1
3940	哇上午还在和朋友讨论爱5的歌舞 感觉挺用心的 没有很无聊 挺有梗的 （个人观点	0	1	1	0	1	0	1	0
3051	票啊，让你爱找柠檬吃:图3我又被🍋到...	1	0	0	0	1	1	0	1
1371	 点开之前没想到这么好笑	0	1	1	0	0	0	0	0
2273	杨洋我太可了	0	0	0	1	1	0	1	1
3077	成龙大哥和杨洋都是小可爱	0	1	0	0	1	0	0	1
2923	 可爱	0	1	0	1	0	0	0	0
1976	 俩个都可爱	1	0	0	0	0	1	1	1
2655	蛋糕好吃😋 电影好看	0	1	0	0	0	1	0	0
3495	杨洋真的踏实，一直明白自己想走什么路	1	0	0	1	0	1	0	1
2539	我觉得热搜真的搞笑哈哈哈哈 这咋叫偷吃嘛	0	1	1	1	0	1	0	1
3367	他是一个知道自己想要什么的人，而我们也会在后面支持他做他想做的事！虽然有时很想他	0	0	0	1	1	1	0	0
4527	战狼呢？ 不是自喻世界强国吗	0	0	1	0	0	0	1	0
1431	杨总多吃点	0	1	0	0	0	0	1	1
6382	不是公主，是仙女啊啊啊	1	0	1	1	1	0	0	0
966	两人貌似还有过关于蛋糕味道的交流… “味道还行？”“（点头）嗯不错。	1	1	0	1	0	1	1	0
5144	泰国的民主呢，人权呢	1	0	1	0	0	0	0	0
2548	还没来得及看，听说很酸	1	1	1	0	0	1	0	0
3306	因为他一直很清楚自己想要什么，并且朝着这个目标去努力[加油][加油]演员杨洋，未来可期	1	0	0	0	0	0	1	1
2725	可可爱爱的两人	1	1	1	1	1	1	1	1
3075	杨洋现在成熟了很多	1	1	1	0	1	0	0	1
3740	怎么保存	0	0	0	0	1	0	1	0
6621	哇靠	0	1	0	1	1	0	0	1
